county_UA,date,type,number
Leicestershire,2020-03-16,total_cases,5
Leicestershire,2020-03-17,total_cases,7
Leicestershire,2020-03-18,total_cases,14
Leicestershire,2020-03-19,total_cases,17
Leicestershire,2020-03-20,total_cases,20
Leicestershire,2020-03-21,total_cases,29
Leicestershire,2020-03-22,total_cases,43
Leicestershire,2020-03-23,total_cases,53
Leicestershire,2020-03-24,total_cases,65
Leicestershire,2020-03-25,total_cases,80
Leicestershire,2020-03-26,total_cases,98
Leicestershire,2020-03-27,total_cases,128
Leicestershire,2020-03-28,total_cases,136
Leicestershire,2020-03-29,total_cases,141
Leicestershire,2020-03-30,total_cases,146
Leicestershire,2020-03-31,total_cases,170
Leicestershire,2020-04-01,total_cases,187
Leicestershire,2020-04-02,total_cases,201
Leicestershire,2020-04-03,total_cases,267
Leicestershire,2020-04-04,total_cases,277
Leicestershire,2020-04-05,total_cases,311
Leicestershire,2020-04-06,total_cases,338
Leicestershire,2020-04-07,total_cases,339
Leicestershire,2020-04-08,total_cases,386
Lewisham,2020-03-09,total_cases,3
Lewisham,2020-03-10,total_cases,3
Lewisham,2020-03-11,total_cases,3
Lewisham,2020-03-12,total_cases,5
Lewisham,2020-03-13,total_cases,5
Lewisham,2020-03-14,total_cases,6
Lewisham,2020-03-15,total_cases,11
Lewisham,2020-03-16,total_cases,17
Lewisham,2020-03-17,total_cases,18
Lewisham,2020-03-18,total_cases,22
Lewisham,2020-03-19,total_cases,39
Lewisham,2020-03-20,total_cases,47
Lewisham,2020-03-21,total_cases,60
Lewisham,2020-03-22,total_cases,67
Lewisham,2020-03-23,total_cases,86
Lewisham,2020-03-24,total_cases,97
Lewisham,2020-03-25,total_cases,114
Lewisham,2020-03-26,total_cases,144
Lewisham,2020-03-27,total_cases,158
Lewisham,2020-03-28,total_cases,188
Lewisham,2020-03-29,total_cases,218
Lewisham,2020-03-30,total_cases,248
Lewisham,2020-03-31,total_cases,275
Lewisham,2020-04-01,total_cases,285
Lewisham,2020-04-02,total_cases,346
Lewisham,2020-04-03,total_cases,401
Lewisham,2020-04-04,total_cases,408
Lewisham,2020-04-05,total_cases,477
Lewisham,2020-04-06,total_cases,490
Lewisham,2020-04-07,total_cases,516
Lewisham,2020-04-08,total_cases,554
Lincolnshire,2020-03-09,total_cases,1
Lincolnshire,2020-03-10,total_cases,1
Lincolnshire,2020-03-11,total_cases,1
Lincolnshire,2020-03-12,total_cases,1
Lincolnshire,2020-03-13,total_cases,1
Lincolnshire,2020-03-14,total_cases,3
Lincolnshire,2020-03-15,total_cases,4
Lincolnshire,2020-03-16,total_cases,4
Lincolnshire,2020-03-17,total_cases,4
Lincolnshire,2020-03-18,total_cases,7
Lincolnshire,2020-03-19,total_cases,7
Lincolnshire,2020-03-20,total_cases,9
Lincolnshire,2020-03-21,total_cases,9
Lincolnshire,2020-03-22,total_cases,14
Lincolnshire,2020-03-23,total_cases,20
Lincolnshire,2020-03-24,total_cases,24
Lincolnshire,2020-03-25,total_cases,31
Lincolnshire,2020-03-26,total_cases,32
Lincolnshire,2020-03-27,total_cases,39
Lincolnshire,2020-03-28,total_cases,53
Lincolnshire,2020-03-29,total_cases,72
Lincolnshire,2020-03-30,total_cases,78
Lincolnshire,2020-03-31,total_cases,104
Lincolnshire,2020-04-01,total_cases,133
Lincolnshire,2020-04-02,total_cases,153
Lincolnshire,2020-04-03,total_cases,182
Lincolnshire,2020-04-04,total_cases,223
Lincolnshire,2020-04-05,total_cases,252
Lincolnshire,2020-04-06,total_cases,275
Lincolnshire,2020-04-07,total_cases,277
Lincolnshire,2020-04-08,total_cases,319
Liverpool,2020-03-09,total_cases,5
Liverpool,2020-03-10,total_cases,5
Liverpool,2020-03-11,total_cases,6
Liverpool,2020-03-12,total_cases,8
Liverpool,2020-03-13,total_cases,8
Liverpool,2020-03-14,total_cases,6
Liverpool,2020-03-15,total_cases,9
Liverpool,2020-03-16,total_cases,6
Liverpool,2020-03-17,total_cases,11
Liverpool,2020-03-18,total_cases,12
Liverpool,2020-03-19,total_cases,13
Liverpool,2020-03-20,total_cases,14
Liverpool,2020-03-21,total_cases,18
Liverpool,2020-03-22,total_cases,22
Liverpool,2020-03-23,total_cases,35
Liverpool,2020-03-24,total_cases,41
Liverpool,2020-03-25,total_cases,57
Liverpool,2020-03-26,total_cases,72
Liverpool,2020-03-27,total_cases,100
Liverpool,2020-03-28,total_cases,132
Liverpool,2020-03-29,total_cases,157
Liverpool,2020-03-30,total_cases,197
Liverpool,2020-03-31,total_cases,217
Liverpool,2020-04-01,total_cases,262
Liverpool,2020-04-02,total_cases,309
Liverpool,2020-04-03,total_cases,342
Liverpool,2020-04-04,total_cases,387
Liverpool,2020-04-05,total_cases,455
Liverpool,2020-04-06,total_cases,510
Liverpool,2020-04-07,total_cases,552
Liverpool,2020-04-08,total_cases,587
Luton,2020-03-09,total_cases,2
Luton,2020-03-10,total_cases,2
Luton,2020-03-11,total_cases,2
Luton,2020-03-12,total_cases,2
Luton,2020-03-13,total_cases,3
Luton,2020-03-14,total_cases,3
Luton,2020-03-15,total_cases,2
Luton,2020-03-16,total_cases,3
Luton,2020-03-17,total_cases,3
Luton,2020-03-18,total_cases,3
Luton,2020-03-19,total_cases,3
Luton,2020-03-20,total_cases,4
Luton,2020-03-21,total_cases,5
Luton,2020-03-22,total_cases,8
Luton,2020-03-23,total_cases,15
Luton,2020-03-24,total_cases,19
Luton,2020-03-25,total_cases,29
Luton,2020-03-26,total_cases,30
Luton,2020-03-27,total_cases,47
Luton,2020-03-28,total_cases,53
Luton,2020-03-29,total_cases,63
Luton,2020-03-30,total_cases,69
Luton,2020-03-31,total_cases,86
Luton,2020-04-01,total_cases,91
Luton,2020-04-02,total_cases,115
Luton,2020-04-03,total_cases,116
Luton,2020-04-04,total_cases,128
Luton,2020-04-05,total_cases,163
Luton,2020-04-06,total_cases,167
Luton,2020-04-07,total_cases,195
Luton,2020-04-08,total_cases,205
Manchester,2020-03-09,total_cases,5
Manchester,2020-03-10,total_cases,5
Manchester,2020-03-11,total_cases,5
Manchester,2020-03-12,total_cases,7
Manchester,2020-03-13,total_cases,7
Manchester,2020-03-14,total_cases,9
Manchester,2020-03-15,total_cases,9
Manchester,2020-03-16,total_cases,8
Manchester,2020-03-17,total_cases,14
Manchester,2020-03-18,total_cases,18
Manchester,2020-03-19,total_cases,21
Manchester,2020-03-20,total_cases,26
Manchester,2020-03-21,total_cases,28
Manchester,2020-03-22,total_cases,31
Manchester,2020-03-23,total_cases,37
Manchester,2020-03-24,total_cases,41
Manchester,2020-03-25,total_cases,45
Manchester,2020-03-26,total_cases,55
Manchester,2020-03-27,total_cases,63
Manchester,2020-03-28,total_cases,76
Manchester,2020-03-29,total_cases,91
Manchester,2020-03-30,total_cases,109
Manchester,2020-03-31,total_cases,126
Manchester,2020-04-01,total_cases,155
Manchester,2020-04-02,total_cases,195
Manchester,2020-04-03,total_cases,224
Manchester,2020-04-04,total_cases,252
Manchester,2020-04-05,total_cases,293
Manchester,2020-04-06,total_cases,323
Manchester,2020-04-07,total_cases,361
Manchester,2020-04-08,total_cases,395
Medway,2020-03-09,total_cases,2
Medway,2020-03-10,total_cases,2
Medway,2020-03-11,total_cases,2
Medway,2020-03-12,total_cases,2
Medway,2020-03-13,total_cases,2
Medway,2020-03-14,total_cases,2
Medway,2020-03-15,total_cases,2
Medway,2020-03-16,total_cases,2
Medway,2020-03-17,total_cases,4
Medway,2020-03-18,total_cases,4
Medway,2020-03-19,total_cases,8
Medway,2020-03-20,total_cases,11
Medway,2020-03-21,total_cases,11
Medway,2020-03-22,total_cases,11
Medway,2020-03-23,total_cases,15
Medway,2020-03-24,total_cases,19
Medway,2020-03-25,total_cases,25
Medway,2020-03-26,total_cases,32
Medway,2020-03-27,total_cases,48
Medway,2020-03-28,total_cases,50
Medway,2020-03-29,total_cases,57
Medway,2020-03-30,total_cases,72
Medway,2020-03-31,total_cases,78
Medway,2020-04-01,total_cases,98
Medway,2020-04-02,total_cases,110
Medway,2020-04-03,total_cases,116
Medway,2020-04-04,total_cases,144
Medway,2020-04-05,total_cases,153
Medway,2020-04-06,total_cases,153
Medway,2020-04-07,total_cases,196
Medway,2020-04-08,total_cases,232
Merton,2020-03-09,total_cases,1
Merton,2020-03-10,total_cases,2
Merton,2020-03-11,total_cases,2
Merton,2020-03-12,total_cases,2
Merton,2020-03-13,total_cases,4
Merton,2020-03-14,total_cases,5
Merton,2020-03-15,total_cases,9
Merton,2020-03-16,total_cases,12
Merton,2020-03-17,total_cases,13
Merton,2020-03-18,total_cases,34
Merton,2020-03-19,total_cases,39
Merton,2020-03-20,total_cases,45
Merton,2020-03-21,total_cases,56
Merton,2020-03-22,total_cases,56
Merton,2020-03-23,total_cases,57
Merton,2020-03-24,total_cases,84
Merton,2020-03-25,total_cases,98
Merton,2020-03-26,total_cases,108
Merton,2020-03-27,total_cases,128
Merton,2020-03-28,total_cases,141
Merton,2020-03-29,total_cases,161
Merton,2020-03-30,total_cases,172
Merton,2020-03-31,total_cases,186
Merton,2020-04-01,total_cases,208
Merton,2020-04-02,total_cases,235
Merton,2020-04-03,total_cases,262
Merton,2020-04-04,total_cases,271
Merton,2020-04-05,total_cases,293
Merton,2020-04-06,total_cases,316
Merton,2020-04-07,total_cases,358
Merton,2020-04-08,total_cases,386
Middlesbrough,2020-03-09,total_cases,0
Middlesbrough,2020-03-10,total_cases,0
Middlesbrough,2020-03-11,total_cases,0
Middlesbrough,2020-03-12,total_cases,0
Middlesbrough,2020-03-13,total_cases,0
Middlesbrough,2020-03-14,total_cases,0
Middlesbrough,2020-03-15,total_cases,0
Middlesbrough,2020-03-16,total_cases,0
Middlesbrough,2020-03-17,total_cases,0
Middlesbrough,2020-03-18,total_cases,0
Middlesbrough,2020-03-19,total_cases,0
Middlesbrough,2020-03-20,total_cases,1
Middlesbrough,2020-03-21,total_cases,1
Middlesbrough,2020-03-22,total_cases,1
Middlesbrough,2020-03-23,total_cases,3
Middlesbrough,2020-03-24,total_cases,7
Middlesbrough,2020-03-25,total_cases,9
Middlesbrough,2020-03-26,total_cases,9
Middlesbrough,2020-03-27,total_cases,17
Middlesbrough,2020-03-28,total_cases,19
Middlesbrough,2020-03-29,total_cases,26
Middlesbrough,2020-03-30,total_cases,33
Middlesbrough,2020-03-31,total_cases,44
Middlesbrough,2020-04-01,total_cases,59
Middlesbrough,2020-04-02,total_cases,74
Middlesbrough,2020-04-03,total_cases,92
Middlesbrough,2020-04-04,total_cases,111
Middlesbrough,2020-04-05,total_cases,126
Middlesbrough,2020-04-06,total_cases,151
Middlesbrough,2020-04-07,total_cases,169
Middlesbrough,2020-04-08,total_cases,196
Milton Keynes,2020-03-09,total_cases,1
Milton Keynes,2020-03-10,total_cases,2
Milton Keynes,2020-03-11,total_cases,2
Milton Keynes,2020-03-12,total_cases,2
Milton Keynes,2020-03-13,total_cases,2
Milton Keynes,2020-03-14,total_cases,2
Milton Keynes,2020-03-15,total_cases,4
Milton Keynes,2020-03-16,total_cases,3
Milton Keynes,2020-03-17,total_cases,3
Milton Keynes,2020-03-18,total_cases,4
Milton Keynes,2020-03-19,total_cases,5
Milton Keynes,2020-03-20,total_cases,7
Milton Keynes,2020-03-21,total_cases,7
Milton Keynes,2020-03-22,total_cases,11
Milton Keynes,2020-03-23,total_cases,17
Milton Keynes,2020-03-24,total_cases,25
Milton Keynes,2020-03-25,total_cases,29
Milton Keynes,2020-03-26,total_cases,38
Milton Keynes,2020-03-27,total_cases,58
Milton Keynes,2020-03-28,total_cases,71
Milton Keynes,2020-03-29,total_cases,82
Milton Keynes,2020-03-30,total_cases,94
Milton Keynes,2020-03-31,total_cases,106
Milton Keynes,2020-04-01,total_cases,117
Milton Keynes,2020-04-02,total_cases,127
Milton Keynes,2020-04-03,total_cases,141
Milton Keynes,2020-04-04,total_cases,149
Milton Keynes,2020-04-05,total_cases,155
Milton Keynes,2020-04-06,total_cases,181
Milton Keynes,2020-04-07,total_cases,186
Milton Keynes,2020-04-08,total_cases,195
Newcastle upon Tyne,2020-03-09,total_cases,4
Newcastle upon Tyne,2020-03-10,total_cases,4
Newcastle upon Tyne,2020-03-11,total_cases,6
Newcastle upon Tyne,2020-03-12,total_cases,6
Newcastle upon Tyne,2020-03-13,total_cases,5
Newcastle upon Tyne,2020-03-14,total_cases,5
Newcastle upon Tyne,2020-03-15,total_cases,4
Newcastle upon Tyne,2020-03-16,total_cases,5
Newcastle upon Tyne,2020-03-17,total_cases,5
Newcastle upon Tyne,2020-03-18,total_cases,13
Newcastle upon Tyne,2020-03-19,total_cases,19
Newcastle upon Tyne,2020-03-20,total_cases,21
Newcastle upon Tyne,2020-03-21,total_cases,28
Newcastle upon Tyne,2020-03-22,total_cases,34
Newcastle upon Tyne,2020-03-23,total_cases,42
Newcastle upon Tyne,2020-03-24,total_cases,49
Newcastle upon Tyne,2020-03-25,total_cases,58
Newcastle upon Tyne,2020-03-26,total_cases,80
Newcastle upon Tyne,2020-03-27,total_cases,121
Newcastle upon Tyne,2020-03-28,total_cases,135
Newcastle upon Tyne,2020-03-29,total_cases,155
Newcastle upon Tyne,2020-03-30,total_cases,186
Newcastle upon Tyne,2020-03-31,total_cases,201
Newcastle upon Tyne,2020-04-01,total_cases,225
Newcastle upon Tyne,2020-04-02,total_cases,252
Newcastle upon Tyne,2020-04-03,total_cases,284
Newcastle upon Tyne,2020-04-04,total_cases,285
Newcastle upon Tyne,2020-04-05,total_cases,348
Newcastle upon Tyne,2020-04-06,total_cases,359
Newcastle upon Tyne,2020-04-07,total_cases,367
Newcastle upon Tyne,2020-04-08,total_cases,432
Newham,2020-03-09,total_cases,0
Newham,2020-03-10,total_cases,0
Newham,2020-03-11,total_cases,0
Newham,2020-03-12,total_cases,0
Newham,2020-03-13,total_cases,0
Newham,2020-03-14,total_cases,1
Newham,2020-03-15,total_cases,3
Newham,2020-03-16,total_cases,3
Newham,2020-03-17,total_cases,17
Newham,2020-03-18,total_cases,23
Newham,2020-03-19,total_cases,32
Newham,2020-03-20,total_cases,42
Newham,2020-03-21,total_cases,51
Newham,2020-03-22,total_cases,57
Newham,2020-03-23,total_cases,70
Newham,2020-03-24,total_cases,76
Newham,2020-03-25,total_cases,77
Newham,2020-03-26,total_cases,109
Newham,2020-03-27,total_cases,148
Newham,2020-03-28,total_cases,195
Newham,2020-03-29,total_cases,230
Newham,2020-03-30,total_cases,250
Newham,2020-03-31,total_cases,287
Newham,2020-04-01,total_cases,330
Newham,2020-04-02,total_cases,370
Newham,2020-04-03,total_cases,409
Newham,2020-04-04,total_cases,412
Newham,2020-04-05,total_cases,493
Newham,2020-04-06,total_cases,530
Newham,2020-04-07,total_cases,535
Newham,2020-04-08,total_cases,608
Norfolk,2020-03-09,total_cases,0
Norfolk,2020-03-10,total_cases,0
Norfolk,2020-03-11,total_cases,0
Norfolk,2020-03-12,total_cases,0
Norfolk,2020-03-13,total_cases,0
Norfolk,2020-03-14,total_cases,0
Norfolk,2020-03-15,total_cases,1
Norfolk,2020-03-16,total_cases,2
Norfolk,2020-03-17,total_cases,3
Norfolk,2020-03-18,total_cases,4
Norfolk,2020-03-19,total_cases,11
Norfolk,2020-03-20,total_cases,17
Norfolk,2020-03-21,total_cases,24
Norfolk,2020-03-22,total_cases,34
Norfolk,2020-03-23,total_cases,35
Norfolk,2020-03-24,total_cases,42
Norfolk,2020-03-25,total_cases,45
Norfolk,2020-03-26,total_cases,51
Norfolk,2020-03-27,total_cases,70
Norfolk,2020-03-28,total_cases,90
Norfolk,2020-03-29,total_cases,107
Norfolk,2020-03-30,total_cases,133
Norfolk,2020-03-31,total_cases,148
Norfolk,2020-04-01,total_cases,180
Norfolk,2020-04-02,total_cases,207
Norfolk,2020-04-03,total_cases,225
Norfolk,2020-04-04,total_cases,254
Norfolk,2020-04-05,total_cases,279
Norfolk,2020-04-06,total_cases,301
Norfolk,2020-04-07,total_cases,341
Norfolk,2020-04-08,total_cases,386
North East Lincolnshire,2020-03-09,total_cases,0
North East Lincolnshire,2020-03-10,total_cases,0
North East Lincolnshire,2020-03-11,total_cases,0
North East Lincolnshire,2020-03-12,total_cases,0
North East Lincolnshire,2020-03-13,total_cases,0
North East Lincolnshire,2020-03-14,total_cases,0
North East Lincolnshire,2020-03-15,total_cases,0
North East Lincolnshire,2020-03-16,total_cases,0
North East Lincolnshire,2020-03-17,total_cases,0
North East Lincolnshire,2020-03-18,total_cases,0
North East Lincolnshire,2020-03-19,total_cases,0
North East Lincolnshire,2020-03-20,total_cases,0
North East Lincolnshire,2020-03-21,total_cases,0
North East Lincolnshire,2020-03-22,total_cases,1
North East Lincolnshire,2020-03-23,total_cases,1
North East Lincolnshire,2020-03-24,total_cases,3
North East Lincolnshire,2020-03-25,total_cases,3
North East Lincolnshire,2020-03-26,total_cases,5
North East Lincolnshire,2020-03-27,total_cases,5
North East Lincolnshire,2020-03-28,total_cases,8
North East Lincolnshire,2020-03-29,total_cases,16
North East Lincolnshire,2020-03-30,total_cases,20
North East Lincolnshire,2020-03-31,total_cases,21
North East Lincolnshire,2020-04-01,total_cases,23
North East Lincolnshire,2020-04-02,total_cases,23
North East Lincolnshire,2020-04-03,total_cases,29
North East Lincolnshire,2020-04-04,total_cases,36
North East Lincolnshire,2020-04-05,total_cases,43
North East Lincolnshire,2020-04-06,total_cases,49
North East Lincolnshire,2020-04-07,total_cases,49
North East Lincolnshire,2020-04-08,total_cases,50
North Lincolnshire,2020-03-09,total_cases,0
North Lincolnshire,2020-03-10,total_cases,0
North Lincolnshire,2020-03-11,total_cases,1
North Lincolnshire,2020-03-12,total_cases,1
North Lincolnshire,2020-03-13,total_cases,1
North Lincolnshire,2020-03-14,total_cases,1
North Lincolnshire,2020-03-15,total_cases,2
North Lincolnshire,2020-03-16,total_cases,1
North Lincolnshire,2020-03-17,total_cases,1
North Lincolnshire,2020-03-18,total_cases,1
North Lincolnshire,2020-03-19,total_cases,1
North Lincolnshire,2020-03-20,total_cases,1
North Lincolnshire,2020-03-21,total_cases,2
North Lincolnshire,2020-03-22,total_cases,2
North Lincolnshire,2020-03-23,total_cases,3
North Lincolnshire,2020-03-24,total_cases,5
North Lincolnshire,2020-03-25,total_cases,5
North Lincolnshire,2020-03-26,total_cases,6
North Lincolnshire,2020-03-27,total_cases,6
North Lincolnshire,2020-03-28,total_cases,7
North Lincolnshire,2020-03-29,total_cases,13
North Lincolnshire,2020-03-30,total_cases,15
North Lincolnshire,2020-03-31,total_cases,17
North Lincolnshire,2020-04-01,total_cases,23
North Lincolnshire,2020-04-02,total_cases,24
North Lincolnshire,2020-04-03,total_cases,29
North Lincolnshire,2020-04-04,total_cases,43
North Lincolnshire,2020-04-05,total_cases,51
North Lincolnshire,2020-04-06,total_cases,62
North Lincolnshire,2020-04-07,total_cases,62
North Lincolnshire,2020-04-08,total_cases,66
North Somerset,2020-03-09,total_cases,1
North Somerset,2020-03-10,total_cases,1
North Somerset,2020-03-11,total_cases,0
North Somerset,2020-03-12,total_cases,0
North Somerset,2020-03-13,total_cases,0
North Somerset,2020-03-14,total_cases,0
North Somerset,2020-03-15,total_cases,0
North Somerset,2020-03-16,total_cases,2
North Somerset,2020-03-17,total_cases,3
North Somerset,2020-03-18,total_cases,4
North Somerset,2020-03-19,total_cases,4
North Somerset,2020-03-20,total_cases,4
North Somerset,2020-03-21,total_cases,5
North Somerset,2020-03-22,total_cases,5
North Somerset,2020-03-23,total_cases,7
North Somerset,2020-03-24,total_cases,21
North Somerset,2020-03-25,total_cases,21
North Somerset,2020-03-26,total_cases,22
North Somerset,2020-03-27,total_cases,24
North Somerset,2020-03-28,total_cases,31
North Somerset,2020-03-29,total_cases,32
North Somerset,2020-03-30,total_cases,36
North Somerset,2020-03-31,total_cases,40
North Somerset,2020-04-01,total_cases,42
North Somerset,2020-04-02,total_cases,50
North Somerset,2020-04-03,total_cases,58
North Somerset,2020-04-04,total_cases,66
North Somerset,2020-04-05,total_cases,66
North Somerset,2020-04-06,total_cases,82
North Somerset,2020-04-07,total_cases,82
North Somerset,2020-04-08,total_cases,91
North Tyneside,2020-03-09,total_cases,1
North Tyneside,2020-03-10,total_cases,1
North Tyneside,2020-03-11,total_cases,2
North Tyneside,2020-03-12,total_cases,2
North Tyneside,2020-03-13,total_cases,3
North Tyneside,2020-03-14,total_cases,2
North Tyneside,2020-03-15,total_cases,2
North Tyneside,2020-03-16,total_cases,3
North Tyneside,2020-03-17,total_cases,3
North Tyneside,2020-03-18,total_cases,7
North Tyneside,2020-03-19,total_cases,10
North Tyneside,2020-03-20,total_cases,12
North Tyneside,2020-03-21,total_cases,17
North Tyneside,2020-03-22,total_cases,18
North Tyneside,2020-03-23,total_cases,18
North Tyneside,2020-03-24,total_cases,20
North Tyneside,2020-03-25,total_cases,23
North Tyneside,2020-03-26,total_cases,27
North Tyneside,2020-03-27,total_cases,36
North Tyneside,2020-03-28,total_cases,46
North Tyneside,2020-03-29,total_cases,62
North Tyneside,2020-03-30,total_cases,71
North Tyneside,2020-03-31,total_cases,76
North Tyneside,2020-04-01,total_cases,87
North Tyneside,2020-04-02,total_cases,113
North Tyneside,2020-04-03,total_cases,133
North Tyneside,2020-04-04,total_cases,133
North Tyneside,2020-04-05,total_cases,160
North Tyneside,2020-04-06,total_cases,180
North Tyneside,2020-04-07,total_cases,183
North Tyneside,2020-04-08,total_cases,242
North Yorkshire,2020-03-09,total_cases,0
North Yorkshire,2020-03-10,total_cases,0
North Yorkshire,2020-03-11,total_cases,0
North Yorkshire,2020-03-12,total_cases,4
North Yorkshire,2020-03-13,total_cases,4
North Yorkshire,2020-03-14,total_cases,2
North Yorkshire,2020-03-15,total_cases,7
North Yorkshire,2020-03-16,total_cases,6
North Yorkshire,2020-03-17,total_cases,8
North Yorkshire,2020-03-18,total_cases,11
North Yorkshire,2020-03-19,total_cases,13
North Yorkshire,2020-03-20,total_cases,14
North Yorkshire,2020-03-21,total_cases,16
North Yorkshire,2020-03-22,total_cases,20
North Yorkshire,2020-03-23,total_cases,24
North Yorkshire,2020-03-24,total_cases,30
North Yorkshire,2020-03-25,total_cases,45
North Yorkshire,2020-03-26,total_cases,50
North Yorkshire,2020-03-27,total_cases,69
North Yorkshire,2020-03-28,total_cases,75
North Yorkshire,2020-03-29,total_cases,88
North Yorkshire,2020-03-30,total_cases,108
North Yorkshire,2020-03-31,total_cases,122
North Yorkshire,2020-04-01,total_cases,149
North Yorkshire,2020-04-02,total_cases,163
North Yorkshire,2020-04-03,total_cases,193
North Yorkshire,2020-04-04,total_cases,218
North Yorkshire,2020-04-05,total_cases,243
North Yorkshire,2020-04-06,total_cases,269
North Yorkshire,2020-04-07,total_cases,285
North Yorkshire,2020-04-08,total_cases,328
Northamptonshire,2020-03-09,total_cases,4
Northamptonshire,2020-03-10,total_cases,5
Northamptonshire,2020-03-11,total_cases,5
Northamptonshire,2020-03-12,total_cases,5
Northamptonshire,2020-03-13,total_cases,6
Northamptonshire,2020-03-14,total_cases,8
Northamptonshire,2020-03-15,total_cases,9
Northamptonshire,2020-03-16,total_cases,12
Northamptonshire,2020-03-17,total_cases,12
Northamptonshire,2020-03-18,total_cases,15
Northamptonshire,2020-03-19,total_cases,16
Northamptonshire,2020-03-20,total_cases,17
Northamptonshire,2020-03-21,total_cases,20
Northamptonshire,2020-03-22,total_cases,21
Northamptonshire,2020-03-23,total_cases,29
Northamptonshire,2020-03-24,total_cases,37
Northamptonshire,2020-03-25,total_cases,43
Northamptonshire,2020-03-26,total_cases,64
Northamptonshire,2020-03-27,total_cases,86
Northamptonshire,2020-03-28,total_cases,106
Northamptonshire,2020-03-29,total_cases,126
Northamptonshire,2020-03-30,total_cases,153
Northamptonshire,2020-03-31,total_cases,170
Northamptonshire,2020-04-01,total_cases,187
Northamptonshire,2020-04-02,total_cases,220
Northamptonshire,2020-04-03,total_cases,264
Northamptonshire,2020-04-04,total_cases,302
Northamptonshire,2020-04-05,total_cases,343
Northamptonshire,2020-04-06,total_cases,428
Northamptonshire,2020-04-07,total_cases,473
Northamptonshire,2020-04-08,total_cases,536
Northumberland,2020-03-09,total_cases,0
Northumberland,2020-03-10,total_cases,0
Northumberland,2020-03-11,total_cases,0
Northumberland,2020-03-12,total_cases,0
Northumberland,2020-03-13,total_cases,0
Northumberland,2020-03-14,total_cases,0
Northumberland,2020-03-15,total_cases,0
Northumberland,2020-03-16,total_cases,0
Northumberland,2020-03-17,total_cases,0
Northumberland,2020-03-18,total_cases,4
Northumberland,2020-03-19,total_cases,6
Northumberland,2020-03-20,total_cases,7
Northumberland,2020-03-21,total_cases,10
Northumberland,2020-03-22,total_cases,10
Northumberland,2020-03-23,total_cases,10
Northumberland,2020-03-24,total_cases,13
Northumberland,2020-03-25,total_cases,19
Northumberland,2020-03-26,total_cases,23
Northumberland,2020-03-27,total_cases,45
Northumberland,2020-03-28,total_cases,53
Northumberland,2020-03-29,total_cases,61
Northumberland,2020-03-30,total_cases,67
Northumberland,2020-03-31,total_cases,76
Northumberland,2020-04-01,total_cases,92
Northumberland,2020-04-02,total_cases,119
Northumberland,2020-04-03,total_cases,142
Northumberland,2020-04-04,total_cases,142
Northumberland,2020-04-05,total_cases,188
Northumberland,2020-04-06,total_cases,211
Northumberland,2020-04-07,total_cases,211
Northumberland,2020-04-08,total_cases,272
Nottingham,2020-03-09,total_cases,2
Nottingham,2020-03-10,total_cases,2
Nottingham,2020-03-11,total_cases,3
Nottingham,2020-03-12,total_cases,3
Nottingham,2020-03-13,total_cases,5
Nottingham,2020-03-14,total_cases,5
Nottingham,2020-03-15,total_cases,5
Nottingham,2020-03-16,total_cases,10
Nottingham,2020-03-17,total_cases,12
Nottingham,2020-03-18,total_cases,14
Nottingham,2020-03-19,total_cases,14
Nottingham,2020-03-20,total_cases,22
Nottingham,2020-03-21,total_cases,22
Nottingham,2020-03-22,total_cases,34
Nottingham,2020-03-23,total_cases,41
Nottingham,2020-03-24,total_cases,49
Nottingham,2020-03-25,total_cases,57
Nottingham,2020-03-26,total_cases,67
Nottingham,2020-03-27,total_cases,79
Nottingham,2020-03-28,total_cases,91
Nottingham,2020-03-29,total_cases,97
Nottingham,2020-03-30,total_cases,99
Nottingham,2020-03-31,total_cases,100
Nottingham,2020-04-01,total_cases,120
Nottingham,2020-04-02,total_cases,125
Nottingham,2020-04-03,total_cases,161
Nottingham,2020-04-04,total_cases,161
Nottingham,2020-04-05,total_cases,191
Nottingham,2020-04-06,total_cases,204
Nottingham,2020-04-07,total_cases,204
Nottingham,2020-04-08,total_cases,232
Nottinghamshire,2020-03-09,total_cases,5
Nottinghamshire,2020-03-10,total_cases,5
Nottinghamshire,2020-03-11,total_cases,6
Nottinghamshire,2020-03-12,total_cases,6
Nottinghamshire,2020-03-13,total_cases,6
Nottinghamshire,2020-03-14,total_cases,6
Nottinghamshire,2020-03-15,total_cases,6
Nottinghamshire,2020-03-16,total_cases,14
Nottinghamshire,2020-03-17,total_cases,13
Nottinghamshire,2020-03-18,total_cases,28
Nottinghamshire,2020-03-19,total_cases,29
Nottinghamshire,2020-03-20,total_cases,41
Nottinghamshire,2020-03-21,total_cases,45
Nottinghamshire,2020-03-22,total_cases,60
Nottinghamshire,2020-03-23,total_cases,71
Nottinghamshire,2020-03-24,total_cases,78
Nottinghamshire,2020-03-25,total_cases,92
Nottinghamshire,2020-03-26,total_cases,109
Nottinghamshire,2020-03-27,total_cases,135
Nottinghamshire,2020-03-28,total_cases,177
Nottinghamshire,2020-03-29,total_cases,193
Nottinghamshire,2020-03-30,total_cases,216
Nottinghamshire,2020-03-31,total_cases,218
Nottinghamshire,2020-04-01,total_cases,275
Nottinghamshire,2020-04-02,total_cases,298
Nottinghamshire,2020-04-03,total_cases,336
